coordinate_id,market,host,our_method_Overall_MAE,our_method_Tail_MAE,our_method_Upper_tail_MAE,our_method_Lower_tail_MAE,our_method_Normal_region_MAE,our_method_negative_price_MAE,our_method_n_days,our_method_seeds,host_overall_mae,host_tail_mae,host_normal_mae,our_gain_vs_host_pct,our_tail_gain_vs_host_pct,our_normal_harm_pct,host_nonworse,best_strict_comparator,best_strict_comparator_setting,best_strict_comparator_Overall_MAE,best_strict_comparator_Tail_MAE,best_strict_comparator_status,strict_comparator_count,strict_win,strict_margin_pct,strict_margin_abs,control_method,control_Overall_MAE,control_status,our_gain_vs_control_pct,control_excluded_from_rank,inference_setting_disclosure
QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,125.36849829099586,128.68858374425633,221.48935228234254,69.63354922001965,125.63179823924924,,6.0,7|17|37,114.15169938405354,104.84685452779134,123.45654424031575,-9.82622156960131,-22.73957509154017,1.761959248348325,False,delta-Adapter,OFFLINE_STATIC_POSTHOC,114.3556128491958,105.11685559815831,NUMERIC_IMPORTED_FROZEN,2,False,-9.630384698583262,-11.012885441800066,MatchedDirectResidual,145.22210892041525,NUMERIC_IMPORTED_FROZEN,13.671203907594805,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,148.20298714618787,160.71011752725678,224.76538728013355,119.94767313906246,135.69585676511892,,6.0,7|17|37,116.98176119062636,92.05172242058649,141.91179996066623,-26.688968979262757,-74.58675764150124,-4.380145412340755,False,delta-Adapter,OFFLINE_STATIC_POSTHOC,116.73588534899883,91.90042335540056,NUMERIC_NEW_EXECUTION,1,False,-26.95580857858196,-31.46710179718903,MatchedDirectResidual,150.86303869552083,NUMERIC_NEW_EXECUTION,1.7632228359801294,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,101.00303735760784,174.2936638832384,340.0524721216555,136.86425557133776,87.21569177357831,,20.0,7|17|37,110.72560619513193,186.85881925884047,96.40351660888975,8.780777248931916,6.72441120276832,-9.530590956123053,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,111.31875987052918,186.35184518914474,NUMERIC_NEW_EXECUTION,1,True,9.26683204602637,10.31572251292134,MatchedDirectResidual,117.99758613606294,NUMERIC_NEW_EXECUTION,14.402454605180393,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,90.06993919100172,130.82183443556605,327.3575426385,83.89930360332939,83.5759939420137,,20.0,7|17|37,101.63885358969371,143.01088774831672,93.85599567866561,11.382373954545555,8.523164567862871,-10.952951553406894,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,99.99750287582476,141.11246327036307,NUMERIC_IMPORTED_FROZEN,2,True,9.927811594606442,9.927563684823042,MatchedDirectResidual,132.33284427512748,NUMERIC_IMPORTED_FROZEN,31.936822121240578,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,88.24064760350059,132.253613584197,350.26666576800324,82.48236142703017,80.80603436353151,,20.0,7|17|37,99.74069322745005,140.63074182209215,92.04850586806194,11.529943548441757,5.956825747597063,-12.213638231830581,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,99.66677856228004,140.66000850459463,NUMERIC_IMPORTED_FROZEN,2,True,11.464332572602878,11.426130958779453,MatchedDirectResidual,127.91083670289566,NUMERIC_IMPORTED_FROZEN,31.013939179788835,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,99.7983386449243,153.73285987343473,380.5257031236629,101.27715163113098,89.8432161007482,,20.0,7|17|37,109.35555428663889,161.6882438659668,99.5107909004287,8.739579533988332,4.92019939255866,-9.715101962513755,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,108.26441353363916,159.72802660339758,NUMERIC_NEW_EXECUTION,1,True,7.819813189201212,8.466074888714857,MatchedDirectResidual,130.41596852744308,NUMERIC_NEW_EXECUTION,23.47690258196871,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,96.09318137073004,163.19869981334747,240.31343633925547,158.80052092403713,85.85472329019292,175.23366694625204,82.0,7|17|37,112.02801729278352,210.51804030713419,95.82669989752347,14.22397388361166,22.477570295044742,-10.406261113024367,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,112.0093121772738,209.62785995178086,NUMERIC_NEW_EXECUTION,1,True,14.209649623911428,15.916130806543762,MatchedDirectResidual,132.29307209571627,NUMERIC_NEW_EXECUTION,27.363406224926884,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,87.89160157274165,125.06518759709517,204.56352468910615,120.53106190743675,81.4040688290296,132.1236832219979,82.0,7|17|37,104.54519550647677,181.2230442239226,91.93191624999751,15.929564101971001,30.98825365577555,-11.4517872034112,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,102.96796809021777,177.87890416876874,NUMERIC_IMPORTED_FROZEN,2,True,14.641802491690047,15.076366517476117,MatchedDirectResidual,134.05538543185023,NUMERIC_IMPORTED_FROZEN,34.436351594824124,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,90.2498825334023,130.3491588369225,175.40050210489088,127.19056974859777,83.65367021838539,142.13690175983342,82.0,7|17|37,103.75902927079336,184.61706567668227,90.45812150698441,13.019731229495696,29.3948485427661,-7.522211577291756,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,103.90345535185037,184.27969593024082,NUMERIC_IMPORTED_FROZEN,2,True,13.140634035906409,13.653572818448069,MatchedDirectResidual,143.0590001265329,NUMERIC_IMPORTED_FROZEN,36.91422248612248,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,94.98389603325208,143.2740043405775,237.33914858764396,137.48460294778147,87.10200304214729,150.02657335993553,82.0,7|17|37,111.07894770364936,204.07250940885476,95.78178193202386,14.489740858310725,29.79259932873604,-9.06203530023757,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,110.80655931269493,203.70187140368728,NUMERIC_NEW_EXECUTION,1,True,14.27953667868295,15.82266327944285,MatchedDirectResidual,138.98060200256256,NUMERIC_NEW_EXECUTION,31.656724273290497,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
