protocol_id,market,host,method,setting,split,status,mae,relative_gain_vs_host_pct,paper_use_scope,data_adjudication,n_registered_test_days,n_scored_test_days,n_unscorable_missing_target_days,metric_source,source_pointer,blocker_class,blocker_code,blocker_reason,historical_status,reuse_basis,execution_status,new_fit_count
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,iTransformer,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,73.65432928912492,-0.314644416377,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,iTransformer,COSA,ONLINE_TTA,TEST,NUMERIC,73.35413291320265,0.094212646016,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,iTransformer,PIR,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-INCOMPATIBLE,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,iTransformer,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,iTransformer,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,LSTM,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,81.44063382933896,-0.391317513475,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,LSTM,COSA,ONLINE_TTA,TEST,NUMERIC,77.21275465363958,4.820360500054,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,LSTM,PIR,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-INCOMPATIBLE,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,LSTM,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,GANSU_DA,LSTM,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,83,83,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,PatchTST,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,91.08350208823653,0.860672085293,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,PatchTST,COSA,ONLINE_TTA,TEST,NUMERIC,90.83190194928967,1.134524847940,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,PatchTST,PIR,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,92.2486940696477,-0.407574603518,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,PatchTST,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,PatchTST,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,TimeMixer,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,94.38104382436816,-0.196060641986,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,TimeMixer,COSA,ONLINE_TTA,TEST,NUMERIC,93.54255724348234,0.694086880246,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,TimeMixer,PIR,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,90.43082836024433,3.997535997280,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,TimeMixer,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,TimeMixer,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,iTransformer,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,92.58243348025762,1.172715826456,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,iTransformer,COSA,ONLINE_TTA,TEST,NUMERIC,92.8897339568512,0.844687383204,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,iTransformer,PIR,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-INCOMPATIBLE,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,iTransformer,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,iTransformer,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,LSTM,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,93.9562301614554,-0.284380587503,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,LSTM,COSA,ONLINE_TTA,TEST,NUMERIC,92.95464555709505,0.784662854126,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,LSTM,PIR,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-INCOMPATIBLE,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,LSTM,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHANDONG_DA,LSTM,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,330,329,1,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,PatchTST,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,123.42613419724069,0.111739137660,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,PatchTST,COSA,ONLINE_TTA,TEST,NUMERIC,123.25699486282996,0.248622902736,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,PatchTST,PIR,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,114.75983683725842,7.125337813781,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,PatchTST,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,PatchTST,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,TimeMixer,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,121.65706910859073,-0.038354702324,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,TimeMixer,COSA,ONLINE_TTA,TEST,NUMERIC,119.61858689200149,1.637884981336,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,TimeMixer,PIR,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,113.50602028660721,6.664235777821,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,TimeMixer,UEC-STD,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-FIDELITY,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,TimeMixer,OMPB,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-DATA,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,iTransformer,delta-Adapter,OFFLINE_STATIC_POSTHOC,TEST,NUMERIC,126.9718123243626,0.613133547619,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,iTransformer,COSA,ONLINE_TTA,TEST,NUMERIC,127.08901172423344,0.521396012413,COMMON_BENCHMARK_TEST_WITH_HISTORICAL_EXPOSURE_CAVEAT,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,RESULTS_LONG.csv metric-only TEST export,experiments/lab/common_benchmark_results_v2/RESULTS_LONG.csv,,,,VERIFIED_REUSE,V2_PARENT_FINAL_ARTIFACT,NOT_RERUN,0
COMMON_BENCHMARK_701020_FULL_V2,SHAANXI_DA,iTransformer,PIR,BLOCKED,TEST,BLOCKED,,,BLOCKED,V2_MISSING_TARGET_SCORABILITY_ADJUDICATION_20260913,81,81,0,INHERITED_BLOCKER,experiments/evidence/hch_china5_common_benchmark_701020_full_v2_20260913/10_missing_target_adjudication/INHERITED_BLOCKERS.csv,Q-INCOMPATIBLE,,,INHERITED_BLOCKER,FROZEN_BLOCKER,NOT_AUTHORIZED_NO_RERUN,0
